Datum;Calls;Bid_Call;Ask_Call;Strike;Puts;Bid_Put;Ask_Put
21.4.2021;SPXW210421C04090000;7,9;8,4;4090;SPXW210421P04090000;137,4;142,7
21.4.2021;SPXW210421C04100000;6,6;7,1;4100;SPXW210421P04100000;146,2;151,3
21.4.2021;SPXW210421C04110000;5,6;6;4110;SPXW210421P04110000;154,9;160,3
21.4.2021;SPXW210421C04120000;4,7;5,1;4120;SPXW210421P04120000;164;169,4
21.4.2021;SPXW210421C04125000;4,3;4,7;4125;SPXW210421P04125000;168,6;173,9
21.4.2021;SPXW210421C04130000;4;4,3;4130;SPXW210421P04130000;173,2;178,7
21.4.2021;SPXW210421C04140000;3,3;3,7;4140;SPXW210421P04140000;182,4;188
21.4.2021;SPXW210421C04150000;2,85;3,2;4150;SPXW210421P04150000;192;197,4
21.4.2021;SPXW210421C04160000;2,45;2,7;4160;SPXW210421P04160000;201,4;207,1
21.4.2021;SPXW210421C04175000;1,9;2,15;4175;SPXW210421P04175000;216;221,4
21.4.2021;SPXW210421C04200000;1,3;1,5;4200;SPXW210421P04200000;240,4;245,8
21.4.2021;SPXW210421C04225000;0,9;1,1;4225;SPXW210421P04225000;264,8;270,8
21.4.2021;SPXW210421C04250000;0,65;0,85;4250;SPXW210421P04250000;289,5;295,5
21.4.2021;SPXW210421C04275000;0,45;0,65;4275;SPXW210421P04275000;314,3;320,4
21.4.2021;SPXW210421C04300000;0,35;0,55;4300;SPXW210421P04300000;339,2;345,3
21.4.2021;SPXW210421C04325000;0,3;0,5;4325;SPXW210421P04325000;364,1;370,2
21.4.2021;SPXW210421C04350000;0,2;0,4;4350;SPXW210421P04350000;389,1;395,1
21.4.2021;SPXW210421C04400000;0,15;0,35;4400;SPXW210421P04400000;439;445
21.4.2021;SPXW210421C04450000;0,1;0,25;4450;SPXW210421P04450000;488,9;494,9
21.4.2021;SPXW210421C04500000;0,05;0,2;4500;SPXW210421P04500000;538,8;544,9
21.4.2021;SPXW210421C04550000;0,05;0,15;4550;SPXW210421P04550000;588,6;595
21.4.2021;SPXW210421C04600000;0;0,1;4600;SPXW210421P04600000;638,7;644,8
21.4.2021;SPXW210421C04700000;0;0,1;4700;SPXW210421P04700000;738,7;744,7
21.4.2021;SPXW210421C04800000;0;0,1;4800;SPXW210421P04800000;838,6;844,7
21.4.2021;SPXW210421C04900000;0;0,1;4900;SPXW210421P04900000;938,6;944,6
21.4.2021;SPXW210421C05000000;0;0,1;5000;SPXW210421P05000000;1038,5;1044,6
21.4.2021;SPXW210421C05100000;0;0,1;5100;SPXW210421P05100000;1138,5;1144,6
21.4.2021;SPXW210421C05200000;0;0,1;5200;SPXW210421P05200000;1238,5;1244,5
21.4.2021;SPXW210421C05300000;0;0,1;5300;SPXW210421P05300000;1338,5;1344,5
21.4.2021;SPXW210421C05400000;0;0,1;5400;SPXW210421P05400000;1438,4;1444,5
21.4.2021;SPXW210421C05500000;0;0,1;5500;SPXW210421P05500000;1538,8;1544,5
21.4.2021;SPXW210421C05600000;0;0,1;5600;SPXW210421P05600000;1638,4;1644,4
21.4.2021;SPXW210421C05700000;0;0,1;5700;SPXW210421P05700000;1738,4;1744,4
21.4.2021;SPXW210421C05800000;0;0,1;5800;SPXW210421P05800000;1838,3;1844,4
21.4.2021;SPXW210421C05900000;0;0,1;5900;SPXW210421P05900000;1938,7;1944,4
23.4.2021;SPXW210423C00500000;3454,8;3459,4;500;SPXW210423P00500000;0;0,05
23.4.2021;SPXW210423C00600000;3354,8;3359,4;600;SPXW210423P00600000;0;0,05
23.4.2021;SPXW210423C00700000;3254,8;3259,4;700;SPXW210423P00700000;0;0,05
23.4.2021;SPXW210423C00800000;3154,9;3159,4;800;SPXW210423P00800000;0;0,05
23.4.2021;SPXW210423C00900000;3054,9;3059,5;900;SPXW210423P00900000;0;0,05
23.4.2021;SPXW210423C01000000;2954,9;2959,5;1000;SPXW210423P01000000;0;0,05
23.4.2021;SPXW210423C01100000;2855;2859,5;1100;SPXW210423P01100000;0;0,05
23.4.2021;SPXW210423C01200000;2755;2759,6;1200;SPXW210423P01200000;0;0,05
23.4.2021;SPXW210423C01300000;2655;2659,6;1300;SPXW210423P01300000;0;0,05
23.4.2021;SPXW210423C01400000;2555,1;2559,6;1400;SPXW210423P01400000;0;0,1
23.4.2021;SPXW210423C01500000;2455,1;2459,7;1500;SPXW210423P01500000;0;0,1
23.4.2021;SPXW210423C01550000;2405,1;2409,7;1550;SPXW210423P01550000;0;0,1
23.4.2021;SPXW210423C01600000;2355,1;2359,7;1600;SPXW210423P01600000;0;0,1
23.4.2021;SPXW210423C01650000;2305,2;2309,7;1650;SPXW210423P01650000;0;0,1
23.4.2021;SPXW210423C01700000;2255,2;2259,7;1700;SPXW210423P01700000;0;0,15
23.4.2021;SPXW210423C01750000;2205,2;2209,8;1750;SPXW210423P01750000;0;0,1
23.4.2021;SPXW210423C01800000;2155,2;2159,8;1800;SPXW210423P01800000;0,05;0,15
23.4.2021;SPXW210423C01850000;2105,2;2109,8;1850;SPXW210423P01850000;0,05;0,15
23.4.2021;SPXW210423C01900000;2055,3;2059,8;1900;SPXW210423P01900000;0,05;0,15
23.4.2021;SPXW210423C01950000;2005,3;2009,9;1950;SPXW210423P01950000;0,05;0,15
23.4.2021;SPXW210423C02000000;1955,3;1959,9;2000;SPXW210423P02000000;0,1;0,2
23.4.2021;SPXW210423C02050000;1905,3;1909,9;2050;SPXW210423P02050000;0,1;0,2
23.4.2021;SPXW210423C02100000;1855,4;1859,9;2100;SPXW210423P02100000;0,1;0,2
23.4.2021;SPXW210423C02150000;1805,4;1810;2150;SPXW210423P02150000;0,1;0,25
23.4.2021;SPXW210423C02200000;1755,4;1760;2200;SPXW210423P02200000;0,15;0,25
23.4.2021;SPXW210423C02250000;1705,5;1710,1;2250;SPXW210423P02250000;0,15;0,3
23.4.2021;SPXW210423C02300000;1655,5;1660,1;2300;SPXW210423P02300000;0,15;0,3
23.4.2021;SPXW210423C02350000;1605,6;1610,1;2350;SPXW210423P02350000;0,2;0,35
23.4.2021;SPXW210423C02400000;1555,6;1560,2;2400;SPXW210423P02400000;0,2;0,35
23.4.2021;SPXW210423C02450000;1505,7;1510,3;2450;SPXW210423P02450000;0,25;0,4
23.4.2021;SPXW210423C02500000;1455,8;1460,3;2500;SPXW210423P02500000;0,3;0,45
23.4.2021;SPXW210423C02550000;1405,8;1410,4;2550;SPXW210423P02550000;0,35;0,5
23.4.2021;SPXW210423C02600000;1355,9;1360,5;2600;SPXW210423P02600000;0,4;0,55
23.4.2021;SPXW210423C02650000;1306;1310,6;2650;SPXW210423P02650000;0,45;0,6
23.4.2021;SPXW210423C02700000;1256,1;1260,7;2700;SPXW210423P02700000;0,55;0,7
23.4.2021;SPXW210423C02750000;1206,2;1210,8;2750;SPXW210423P02750000;0,65;0,75
23.4.2021;SPXW210423C02800000;1156,3;1160,9;2800;SPXW210423P02800000;0,7;0,85
23.4.2021;SPXW210423C02850000;1106,5;1111,1;2850;SPXW210423P02850000;0,85;1
23.4.2021;SPXW210423C02875000;1081,5;1086,1;2875;SPXW210423P02875000;0,9;1,05
23.4.2021;SPXW210423C02900000;1056,6;1061,2;2900;SPXW210423P02900000;0,95;1,1
23.4.2021;SPXW210423C02925000;1031,7;1036,3;2925;SPXW210423P02925000;1;1,2
23.4.2021;SPXW210423C02950000;1006,7;1011,4;2950;SPXW210423P02950000;1,1;1,25
23.4.2021;SPXW210423C02975000;981,8;986,4;2975;SPXW210423P02975000;1,15;1,35
23.4.2021;SPXW210423C03000000;956,9;961,5;3000;SPXW210423P03000000;1,25;1,45
23.4.2021;SPXW210423C03025000;932;936,6;3025;SPXW210423P03025000;1,35;1,55
23.4.2021;SPXW210423C03050000;907,1;911,8;3050;SPXW210423P03050000;1,45;1,65
23.4.2021;SPXW210423C03075000;882,2;886,9;3075;SPXW210423P03075000;1,55;1,75
23.4.2021;SPXW210423C03100000;857,3;862;3100;SPXW210423P03100000;1,7;1,85
23.4.2021;SPXW210423C03125000;832,5;837,1;3125;SPXW210423P03125000;1,8;2
23.4.2021;SPXW210423C03150000;807,6;812,2;3150;SPXW210423P03150000;1,95;2,1
23.4.2021;SPXW210423C03175000;782,7;787,4;3175;SPXW210423P03175000;2,05;2,25
23.4.2021;SPXW210423C03200000;757,9;762,6;3200;SPXW210423P03200000;2,2;2,4
23.4.2021;SPXW210423C03225000;733;737,7;3225;SPXW210423P03225000;2,4;2,6
23.4.2021;SPXW210423C03250000;708,2;712,9;3250;SPXW210423P03250000;2,55;2,75
23.4.2021;SPXW210423C03275000;683,4;688,1;3275;SPXW210423P03275000;2,75;2,95
23.4.2021;SPXW210423C03280000;678,4;683,3;3280;SPXW210423P03280000;2,75;3
23.4.2021;SPXW210423C03290000;668,4;673,4;3290;SPXW210423P03290000;2,85;3,1
23.4.2021;SPXW210423C03300000;658,7;663,3;3300;SPXW210423P03300000;2,95;3,2
23.4.2021;SPXW210423C03310000;648,6;653,6;3310;SPXW210423P03310000;3;3,3
23.4.2021;SPXW210423C03320000;638,7;643,7;3320;SPXW210423P03320000;3,1;3,4
23.4.2021;SPXW210423C03325000;633,9;638,6;3325;SPXW210423P03325000;3,1;3,4
23.4.2021;SPXW210423C03330000;628,8;633,8;3330;SPXW210423P03330000;3,2;3,4
23.4.2021;SPXW210423C03340000;619;623,9;3340;SPXW210423P03340000;3,3;3,5
23.4.2021;SPXW210423C03350000;609,2;613,9;3350;SPXW210423P03350000;3,4;3,6
23.4.2021;SPXW210423C03360000;599,2;604,1;3360;SPXW210423P03360000;3,5;3,8
23.4.2021;SPXW210423C03370000;589,3;594,2;3370;SPXW210423P03370000;3,6;3,9
23.4.2021;SPXW210423C03375000;584,5;589,2;3375;SPXW210423P03375000;3,7;3,9
23.4.2021;SPXW210423C03380000;579,4;584,4;3380;SPXW210423P03380000;3,7;4
23.4.2021;SPXW210423C03390000;569,6;574,5;3390;SPXW210423P03390000;3,9;4,1
23.4.2021;SPXW210423C03400000;559,8;564,5;3400;SPXW210423P03400000;4;4,2
23.4.2021;SPXW210423C03410000;549,9;554,8;3410;SPXW210423P03410000;4,1;4,4
23.4.2021;SPXW210423C03420000;540;544,9;3420;SPXW210423P03420000;4,3;4,5
23.4.2021;SPXW210423C03425000;535,2;539,9;3425;SPXW210423P03425000;4,4;4,6
23.4.2021;SPXW210423C03430000;530,2;535,1;3430;SPXW210423P03430000;4,4;4,7
23.4.2021;SPXW210423C03440000;520,4;525,3;3440;SPXW210423P03440000;4,6;4,8
23.4.2021;SPXW210423C03450000;510,7;515,3;3450;SPXW210423P03450000;4,8;5
23.4.2021;SPXW210423C03460000;500,7;505,6;3460;SPXW210423P03460000;5;5,2
23.4.2021;SPXW210423C03470000;490,9;495,8;3470;SPXW210423P03470000;5,1;5,4
23.4.2021;SPXW210423C03475000;486,2;490,8;3475;SPXW210423P03475000;5,2;5,5
23.4.2021;SPXW210423C03480000;481,2;486;3480;SPXW210423P03480000;5,3;5,6
23.4.2021;SPXW210423C03490000;471,4;476,2;3490;SPXW210423P03490000;5,5;5,8
23.4.2021;SPXW210423C03500000;461,7;466,4;3500;SPXW210423P03500000;5,8;6
23.4.2021;SPXW210423C03510000;451,9;456,7;3510;SPXW210423P03510000;6;6,3
23.4.2021;SPXW210423C03515000;447;451,8;3515;SPXW210423P03515000;6,1;6,4
23.4.2021;SPXW210423C03520000;442,2;447;3520;SPXW210423P03520000;6,2;6,6
23.4.2021;SPXW210423C03525000;437,4;442;3525;SPXW210423P03525000;6,4;6,7
23.4.2021;SPXW210423C03530000;432,4;437,2;3530;SPXW210423P03530000;6,5;6,8
23.4.2021;SPXW210423C03535000;427,6;432,4;3535;SPXW210423P03535000;6,6;7
23.4.2021;SPXW210423C03540000;422,7;427,5;3540;SPXW210423P03540000;6,8;7,1
23.4.2021;SPXW210423C03545000;417,9;422,7;3545;SPXW210423P03545000;6,9;7,3
23.4.2021;SPXW210423C03550000;413,2;417,7;3550;SPXW210423P03550000;7,1;7,4
23.4.2021;SPXW210423C03555000;408,2;413;3555;SPXW210423P03555000;7,3;7,6
23.4.2021;SPXW210423C03560000;403,4;408,2;3560;SPXW210423P03560000;7,4;7,8
23.4.2021;SPXW210423C03565000;398,6;403,3;3565;SPXW210423P03565000;7,6;7,9
23.4.2021;SPXW210423C03570000;393,7;398,5;3570;SPXW210423P03570000;7,8;8,1
23.4.2021;SPXW210423C03575000;389;393,6;3575;SPXW210423P03575000;7,9;8,3
23.4.2021;SPXW210423C03580000;384,1;388,8;3580;SPXW210423P03580000;8,1;8,5
23.4.2021;SPXW210423C03585000;379,3;384;3585;SPXW210423P03585000;8,3;8,7
23.4.2021;SPXW210423C03590000;374,5;379,2;3590;SPXW210423P03590000;8,5;8,9
23.4.2021;SPXW210423C03595000;369,7;374,4;3595;SPXW210423P03595000;8,7;9,1
23.4.2021;SPXW210423C03600000;365;369,5;3600;SPXW210423P03600000;8,9;9,3
23.4.2021;SPXW210423C03605000;360,1;364,8;3605;SPXW210423P03605000;9,1;9,5
23.4.2021;SPXW210423C03610000;355,4;360;3610;SPXW210423P03610000;9,3;9,7
23.4.2021;SPXW210423C03615000;350,6;355,2;3615;SPXW210423P03615000;9,6;10
23.4.2021;SPXW210423C03620000;345,8;350,5;3620;SPXW210423P03620000;9,8;10,2
23.4.2021;SPXW210423C03625000;341,2;345,6;3625;SPXW210423P03625000;10;10,4
23.4.2021;SPXW210423C03630000;336,3;340,9;3630;SPXW210423P03630000;10,3;10,7
23.4.2021;SPXW210423C03635000;331,6;336,2;3635;SPXW210423P03635000;10,5;10,9
23.4.2021;SPXW210423C03640000;326,8;331,4;3640;SPXW210423P03640000;10,8;11,2
23.4.2021;SPXW210423C03645000;322,1;326,7;3645;SPXW210423P03645000;11,1;11,5
23.4.2021;SPXW210423C03650000;317,5;321,9;3650;SPXW210423P03650000;11,3;11,7
23.4.2021;SPXW210423C03655000;312,7;317,2;3655;SPXW210423P03655000;11,7;12
23.4.2021;SPXW210423C03660000;308;312,5;3660;SPXW210423P03660000;11,9;12,3
23.4.2021;SPXW210423C03665000;303,3;307,8;3665;SPXW210423P03665000;12,2;12,6
23.4.2021;SPXW210423C03670000;298,6;303,1;3670;SPXW210423P03670000;12,6;12,9
23.4.2021;SPXW210423C03675000;294;298,3;3675;SPXW210423P03675000;12,9;13,2
23.4.2021;SPXW210423C03680000;289,2;293,7;3680;SPXW210423P03680000;13,2;13,5
23.4.2021;SPXW210423C03685000;284,6;289;3685;SPXW210423P03685000;13,5;13,9
23.4.2021;SPXW210423C03690000;279,9;284,4;3690;SPXW210423P03690000;13,9;14,2
23.4.2021;SPXW210423C03695000;275,3;279,7;3695;SPXW210423P03695000;14,2;14,6
23.4.2021;SPXW210423C03700000;270,8;275;3700;SPXW210423P03700000;14,6;15
23.4.2021;SPXW210423C03705000;266;270,4;3705;SPXW210423P03705000;15;15,3
23.4.2021;SPXW210423C03710000;261,4;265,8;3710;SPXW210423P03710000;15,3;15,7
23.4.2021;SPXW210423C03715000;256,8;261,2;3715;SPXW210423P03715000;15,7;16,1
23.4.2021;SPXW210423C03720000;252,2;256,6;3720;SPXW210423P03720000;16,1;16,5
23.4.2021;SPXW210423C03725000;247,8;251,9;3725;SPXW210423P03725000;16,5;16,9
23.4.2021;SPXW210423C03730000;243,1;247,4;3730;SPXW210423P03730000;17;17,4
23.4.2021;SPXW210423C03735000;238,5;242,8;3735;SPXW210423P03735000;17,4;17,8
23.4.2021;SPXW210423C03740000;234;238,2;3740;SPXW210423P03740000;17,9;18,3
23.4.2021;SPXW210423C03745000;229,5;233,7;3745;SPXW210423P03745000;18,3;18,7
23.4.2021;SPXW210423C03750000;225,1;229,1;3750;SPXW210423P03750000;18,8;19,2
23.4.2021;SPXW210423C03755000;220,5;224,6;3755;SPXW210423P03755000;19,3;19,7
23.4.2021;SPXW210423C03760000;216;220,1;3760;SPXW210423P03760000;19,8;20,2
23.4.2021;SPXW210423C03765000;211,5;215,6;3765;SPXW210423P03765000;20,3;20,7
23.4.2021;SPXW210423C03770000;207,1;211,2;3770;SPXW210423P03770000;20,8;21,3
23.4.2021;SPXW210423C03775000;202,7;206,6;3775;SPXW210423P03775000;21,4;21,8
23.4.2021;SPXW210423C03780000;198,2;202,3;3780;SPXW210423P03780000;22;22,4
23.4.2021;SPXW210423C03785000;193,8;197,9;3785;SPXW210423P03785000;22,5;23
23.4.2021;SPXW210423C03790000;189,5;193,4;3790;SPXW210423P03790000;23,1;23,6
23.4.2021;SPXW210423C03795000;186,3;187,4;3795;SPXW210423P03795000;23,7;24,2
23.4.2021;SPXW210423C03800000;181,9;183;3800;SPXW210423P03800000;24,4;24,8
23.4.2021;SPXW210423C03805000;177,6;178,7;3805;SPXW210423P03805000;25;25,5
23.4.2021;SPXW210423C03810000;173,2;174,3;3810;SPXW210423P03810000;25,7;26,1
23.4.2021;SPXW210423C03815000;168,9;170;3815;SPXW210423P03815000;26,4;26,8
23.4.2021;SPXW210423C03820000;164,6;165,7;3820;SPXW210423P03820000;27,1;27,5
23.4.2021;SPXW210423C03825000;160,4;161,5;3825;SPXW210423P03825000;27,8;28,2
23.4.2021;SPXW210423C03830000;156,1;157,2;3830;SPXW210423P03830000;28,5;29
23.4.2021;SPXW210423C03835000;151,9;153;3835;SPXW210423P03835000;29,3;29,8
23.4.2021;SPXW210423C03840000;147,7;148,8;3840;SPXW210423P03840000;30,1;30,6
23.4.2021;SPXW210423C03845000;143,5;144,6;3845;SPXW210423P03845000;30,9;31,4
23.4.2021;SPXW210423C03850000;139,3;140,5;3850;SPXW210423P03850000;31,8;32,3
23.4.2021;SPXW210423C03855000;135,2;136,3;3855;SPXW210423P03855000;32,6;33,1
23.4.2021;SPXW210423C03860000;131,1;132,2;3860;SPXW210423P03860000;33,5;34
23.4.2021;SPXW210423C03865000;127,1;128,2;3865;SPXW210423P03865000;34,5;35
23.4.2021;SPXW210423C03870000;123;124,1;3870;SPXW210423P03870000;35,4;35,9
23.4.2021;SPXW210423C03875000;119;120,1;3875;SPXW210423P03875000;36,4;36,9
23.4.2021;SPXW210423C03880000;115,1;116,2;3880;SPXW210423P03880000;37,4;37,9
23.4.2021;SPXW210423C03885000;111,1;112,2;3885;SPXW210423P03885000;38,5;39
23.4.2021;SPXW210423C03890000;107,2;108,3;3890;SPXW210423P03890000;39,6;40,1
23.4.2021;SPXW210423C03895000;103,4;104,5;3895;SPXW210423P03895000;40,7;41,2
23.4.2021;SPXW210423C03900000;99,6;100,4;3900;SPXW210423P03900000;41,9;42,4
23.4.2021;SPXW210423C03905000;95,8;96,6;3905;SPXW210423P03905000;43,1;43,6
23.4.2021;SPXW210423C03910000;92,1;92,9;3910;SPXW210423P03910000;44,4;44,9
23.4.2021;SPXW210423C03915000;88,4;89,2;3915;SPXW210423P03915000;45,7;46,2
23.4.2021;SPXW210423C03920000;84,8;85,5;3920;SPXW210423P03920000;47,1;47,6
23.4.2021;SPXW210423C03925000;81,2;81,9;3925;SPXW210423P03925000;48,5;49
23.4.2021;SPXW210423C03930000;77,7;78,4;3930;SPXW210423P03930000;50;50,5
23.4.2021;SPXW210423C03935000;74,3;74,9;3935;SPXW210423P03935000;51,5;52
23.4.2021;SPXW210423C03940000;70,9;71,5;3940;SPXW210423P03940000;53,1;53,7
23.4.2021;SPXW210423C03945000;67,5;68,2;3945;SPXW210423P03945000;54,8;55,3
23.4.2021;SPXW210423C03950000;64,3;65;3950;SPXW210423P03950000;56,5;57,1
23.4.2021;SPXW210423C03955000;61,1;61,8;3955;SPXW210423P03955000;58,3;58,9
23.4.2021;SPXW210423C03960000;58,1;58,7;3960;SPXW210423P03960000;60,2;60,9
23.4.2021;SPXW210423C03965000;55,1;55,6;3965;SPXW210423P03965000;62,2;62,9
23.4.2021;SPXW210423C03970000;52,1;52,7;3970;SPXW210423P03970000;64,2;64,9
23.4.2021;SPXW210423C03975000;49,3;49,8;3975;SPXW210423P03975000;66,4;67,1
23.4.2021;SPXW210423C03980000;46,5;47;3980;SPXW210423P03980000;68,6;69,3
23.4.2021;SPXW210423C03985000;43,8;44,4;3985;SPXW210423P03985000;70,9;71,7
23.4.2021;SPXW210423C03990000;41,2;41,8;3990;SPXW210423P03990000;73,3;74,2
23.4.2021;SPXW210423C03995000;38,7;39,3;3995;SPXW210423P03995000;75,8;76,7
23.4.2021;SPXW210423C04000000;36,3;36,8;4000;SPXW210423P04000000;78,4;79,3
23.4.2021;SPXW210423C04005000;34;34,5;4005;SPXW210423P04005000;81,1;82,2
23.4.2021;SPXW210423C04010000;31,8;32,3;4010;SPXW210423P04010000;83,9;85
23.4.2021;SPXW210423C04015000;29,7;30,2;4015;SPXW210423P04015000;86,8;87,9
23.4.2021;SPXW210423C04020000;27,8;28,2;4020;SPXW210423P04020000;89,8;90,9
23.4.2021;SPXW210423C04025000;25,9;26,3;4025;SPXW210423P04025000;92,8;94
23.4.2021;SPXW210423C04030000;24,1;24,5;4030;SPXW210423P04030000;96;97,2
23.4.2021;SPXW210423C04035000;22,4;22,8;4035;SPXW210423P04035000;99,3;100,5
23.4.2021;SPXW210423C04040000;20,8;21,2;4040;SPXW210423P04040000;102,7;103,9
23.4.2021;SPXW210423C04045000;19,3;19,7;4045;SPXW210423P04045000;106,2;107,3
23.4.2021;SPXW210423C04050000;17,8;18,3;4050;SPXW210423P04050000;109,8;110,9
23.4.2021;SPXW210423C04055000;16,5;16,9;4055;SPXW210423P04055000;113,4;114,6
23.4.2021;SPXW210423C04060000;15,2;15,7;4060;SPXW210423P04060000;117,2;118,3
23.4.2021;SPXW210423C04065000;14,1;14,5;4065;SPXW210423P04065000;121;122,2
23.4.2021;SPXW210423C04070000;13;13,4;4070;SPXW210423P04070000;123,1;127,6
23.4.2021;SPXW210423C04075000;12;12,4;4075;SPXW210423P04075000;127,2;131,5
23.4.2021;SPXW210423C04080000;11,1;11,5;4080;SPXW210423P04080000;131,1;135,7
23.4.2021;SPXW210423C04085000;10,2;10,6;4085;SPXW210423P04085000;135,2;139,8
23.4.2021;SPXW210423C04090000;9,4;9,8;4090;SPXW210423P04090000;139,4;144
23.4.2021;SPXW210423C04095000;8,7;9;4095;SPXW210423P04095000;143,6;148,3
23.4.2021;SPXW210423C04100000;8;8,4;4100;SPXW210423P04100000;148;152,5
23.4.2021;SPXW210423C04105000;7,4;7,8;4105;SPXW210423P04105000;152,2;157
23.4.2021;SPXW210423C04110000;6,8;7,2;4110;SPXW210423P04110000;156,6;161,4
23.4.2021;SPXW210423C04115000;6,2;6,6;4115;SPXW210423P04115000;161;165,8
23.4.2021;SPXW210423C04120000;5,7;6,1;4120;SPXW210423P04120000;165,4;170,3
23.4.2021;SPXW210423C04125000;5,3;5,7;4125;SPXW210423P04125000;170,1;174,7
23.4.2021;SPXW210423C04130000;4,9;5,2;4130;SPXW210423P04130000;174,5;179,4
23.4.2021;SPXW210423C04135000;4,5;4,8;4135;SPXW210423P04135000;179,1;184
23.4.2021;SPXW210423C04140000;4,1;4,5;4140;SPXW210423P04140000;183,7;188,6
23.4.2021;SPXW210423C04145000;3,8;4,2;4145;SPXW210423P04145000;188,4;193,3
23.4.2021;SPXW210423C04150000;3,5;3,9;4150;SPXW210423P04150000;193,2;197,9
23.4.2021;SPXW210423C04155000;3,2;3,6;4155;SPXW210423P04155000;197,7;202,7
23.4.2021;SPXW210423C04160000;3;3,3;4160;SPXW210423P04160000;202,5;207,5
23.4.2021;SPXW210423C04165000;2,8;3,1;4165;SPXW210423P04165000;207,2;212,2
23.4.2021;SPXW210423C04170000;2,6;2,85;4170;SPXW210423P04170000;212;217
23.4.2021;SPXW210423C04175000;2,4;2,65;4175;SPXW210423P04175000;216,9;221,7
23.4.2021;SPXW210423C04180000;2,2;2,45;4180;SPXW210423P04180000;221,6;226,6
23.4.2021;SPXW210423C04190000;1,9;2,15;4190;SPXW210423P04190000;231,3;236,3
23.4.2021;SPXW210423C04200000;1,65;1,85;4200;SPXW210423P04200000;241,1;246
23.4.2021;SPXW210423C04210000;1,4;1,6;4210;SPXW210423P04210000;250,3;256,7
23.4.2021;SPXW210423C04225000;1,15;1,35;4225;SPXW210423P04225000;265,1;271,2
23.4.2021;SPXW210423C04250000;0,8;1;4250;SPXW210423P04250000;289,9;295,8
23.4.2021;SPXW210423C04275000;0,6;0,75;4275;SPXW210423P04275000;314,5;320,5
23.4.2021;SPXW210423C04300000;0,5;0,6;4300;SPXW210423P04300000;339,4;345,3
23.4.2021;SPXW210423C04325000;0,35;0,5;4325;SPXW210423P04325000;364,4;370,2
23.4.2021;SPXW210423C04350000;0,3;0,45;4350;SPXW210423P04350000;389,3;395,1
23.4.2021;SPXW210423C04400000;0,2;0,35;4400;SPXW210423P04400000;439,1;445
23.4.2021;SPXW210423C04450000;0,15;0,25;4450;SPXW210423P04450000;489;494,9
23.4.2021;SPXW210423C04500000;0,1;0,2;4500;SPXW210423P04500000;538,9;544,9
23.4.2021;SPXW210423C04550000;0,05;0,15;4550;SPXW210423P04550000;588,9;594,8
23.4.2021;SPXW210423C04600000;0,05;0,15;4600;SPXW210423P04600000;638,8;644,8
23.4.2021;SPXW210423C04700000;0;0,1;4700;SPXW210423P04700000;738,8;744,7
23.4.2021;SPXW210423C04800000;0;0,1;4800;SPXW210423P04800000;838,6;844,6
23.4.2021;SPXW210423C04900000;0;0,1;4900;SPXW210423P04900000;938,7;944,6
23.4.2021;SPXW210423C05000000;0;0,1;5000;SPXW210423P05000000;1038,6;1044,6
23.4.2021;SPXW210423C05100000;0;0,1;5100;SPXW210423P05100000;1139;1144,5
23.4.2021;SPXW210423C05200000;0;0,1;5200;SPXW210423P05200000;1238,6;1244,5
23.4.2021;SPXW210423C05300000;0;0,1;5300;SPXW210423P05300000;1338,5;1344,5
23.4.2021;SPXW210423C05400000;0;0,1;5400;SPXW210423P05400000;1438,9;1444,4
23.4.2021;SPXW210423C05500000;0;0,1;5500;SPXW210423P05500000;1538,5;1544,4
23.4.2021;SPXW210423C05600000;0;0,1;5600;SPXW210423P05600000;1638,4;1644,4
23.4.2021;SPXW210423C05700000;0;0,1;5700;SPXW210423P05700000;1738,8;1744,3
23.4.2021;SPXW210423C05800000;0;0,1;5800;SPXW210423P05800000;1838,4;1844,3
23.4.2021;SPXW210423C05900000;0;0,1;5900;SPXW210423P05900000;1938,3;1944,3
26.4.2021;SPXW210426C01000000;2954,4;2959,7;1000;SPXW210426P01000000;0;0,1
26.4.2021;SPXW210426C01100000;2854,4;2859,7;1100;SPXW210426P01100000;0;0,1
26.4.2021;SPXW210426C01200000;2754,5;2759,8;1200;SPXW210426P01200000;0;0,1
26.4.2021;SPXW210426C01300000;2654,5;2659,8;1300;SPXW210426P01300000;0;0,1
26.4.2021;SPXW210426C01400000;2554,5;2559,8;1400;SPXW210426P01400000;0;0,1
26.4.2021;SPXW210426C01500000;2454,6;2459,9;1500;SPXW210426P01500000;0;0,1
26.4.2021;SPXW210426C01600000;2354,6;2359,9;1600;SPXW210426P01600000;0;0,15
26.4.2021;SPXW210426C01700000;2254,6;2259,9;1700;SPXW210426P01700000;0;0,15
26.4.2021;SPXW210426C01800000;2154,7;2160;1800;SPXW210426P01800000;0,05;0,2
26.4.2021;SPXW210426C01900000;2054,7;2060;1900;SPXW210426P01900000;0,05;0,2
26.4.2021;SPXW210426C02000000;1954,8;1960,1;2000;SPXW210426P02000000;0,1;0,25
26.4.2021;SPXW210426C02100000;1854,9;1860,2;2100;SPXW210426P02100000;0,1;0,2
26.4.2021;SPXW210426C02200000;1754,9;1760,2;2200;SPXW210426P02200000;0,15;0,3
26.4.2021;SPXW210426C02300000;1655;1660,3;2300;SPXW210426P02300000;0,2;0,35
